req_id,req_title,req_p,req_date,req_content,resp_dept,resp_date,resp_writer,resp_content,page_num
202441,골목의 전동퀵보드 주차에 따른 불편함 해소 요청,조OO,2025-09-11 14:47:47,"안녕하세요 서대문구 구민이며 충암유치원에 아이를 보내고 있는 워킹맘입니다. 매일 아침 아이를 차로 등원 시키고 차로 출근을 하고 있는 상황입니다. 하지만 매일 충암유치원 후문으로 등원을 시켜주고 출근을 할때 항상 골목에 아무렇게나 주차되어 있고 방치되어 있는 많은 전동퀵보드로 인해 차로 이동시 너무 불편함을 느끼고 있습니다. 아무래도 사진속의 골목은 대중교통버스에서 하차 후 골목까지 한참을 걸어와야하는 길이라 많은 분들이 전동퀵보드를 사용하시는 것 같습니다. 3년을 유치원에 보내면서 요즈음처럼 전동퀵보드가 골목에 이렇게 많이 방치되어 있는 적이 없고 점점 그 수는 증가하는 것으로 체감되고 있습니다. 혹시나 구에서 개선될 수 있도록 조치를 해주실 수 있는 사항이 있다면 부탁드립니다. 충암 후문은 유치원뿐만 아니라 초등학교 중,고등학교 아이들도 이용하는 문이고 그 주변의 골목에서 이런 전동퀵보드가 이렇게 방치되어 있다면 왕래하는 아이들에게도 안전한 상황은 아니라 사료되니 구에서 해주실 수 있는 조치 부탁드립니다.",도로과,2025-09-19 09:30:08,유○○,"안녕하십니까?
귀하께서 응답소(서대문구 새올행정정보시스템)를 통해 신청하신 민원(접수번호: 20250911900641)에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원내용은 명지대5길은 충암학원 후문과 연결된 도로로 초중고교 학생들 통학로로 사용되고 있는데 전동퀵보드 주차로 인해 차량 및 보행자 통행에 지장이 많고 사고위험이 있으니 구청에서 처리하여 주시기 바람에 관한 것으로 판단 됩니다.

귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 현재 사설로 운영되는 전동퀵보드는 주·정차에 대한 단속 근거가 법률로 제정되어 있지 않아 구에서는 단속이나 과태료 부과가 어려운 실정으로 업체에서 기기를 수거하거나 구청에서 견인만 가능한 상황 입니다.
나. 해당 구간에 대하여는 주기적인 순찰을 통하여 전동퀵보드 불법주차에 대하여 빠른처리가 될 수 있도록 노력하겠습니다. 서울시에서 운영하고 있는 웹사이트(포털사이트에서 전동킥보드 신고 검색, 또는 주소 seoul-pm.eseoul.go.kr)에 접속하여 신고하시면 업체의 수거 또는 견인에 대한 처리 결과를 확인해보실 수 있으며, 민원 접수 시에 해당 기기 번호(상단 QR코드 번호)를 함께 기재하여 주시면 빠른 처리가 가능하오니 참고하여 주시기 바랍니다.

귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서대문구 안전건설국 도로과 유영산 (☎ 02-330-1797)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다. 끝.",2
202384,영천시장 내 방치 점포 실사 요청,조OO,2025-09-10 21:57:51,"안녕하세요. 서대문구 영천시장 내 서울 서대문구 영천시장길 50, 1층 77호 및 78호에 위치한 점포가 장기간 방치되어 있어, 시장을 이용하는 시민 입장에서 큰 위화감을 느끼고 있어 민원을 드립니다. 해당 점포는 소상공인24 등록 정보 상 레오규니02로 확인되나, 네이버 지도 및 현장 확인 결과 실제 영업 여부가 불확실합니다. 점포 전면에는 정상적인 의미를 파악하기 어려운 수상한 문구들이 붙어 있어, 시장 내 방문객들에게 심리적 불안과 위협을 조성하고 있습니다. 문구들의 문법이 맞지 않고 내용이 불명확하여, 간첩국방보안 또는 불법 종교집회 등과 관련한 의심도 배제하기 어렵습니다. 또한, 점포 전면이 오랜 기간 정리되지 않은 채 방치되어 있어, 화재 위험 및 안전사고 우려도 큽니다. 이에 다음과 같은 조치를 요청드립니다. 실제 점포 운영 여부에 대한 실사 및 확인 방치 점포로 판단될 경우, 철거 또는 강제 정리 조치 향후 유사 사례 방지를 위한 시장 내 점포 현황 정기 점검 해당 민원에 대해 소극적 행정 대응이 이루어질 경우, 국민신문고를 통한 정식 신고 조치를 진행할 예정이오니, 반드시 실사 및 처리 결과를 회신해 주시기 바랍니다.",지역경제과,2025-09-19 17:35:03,안○○,"안녕하십니까? 귀하께서 응답소(일반민원)를 통해 신청하신 민원(접수번호: 20250910901256)에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원내용은 영천시장 내 점포의 영업 여부 등에 관해 문의주신 것으로 판단됩니다.

귀하께서 제기하신 민원사항 파악을 위해 우리 부서에서는 2025. 9. 12.(금) 현장 확인을 진행하였습니다. 현장 확인 결과, 귀하께서 말씀하신 레오규니는 77호 및 78호가 아닌 76호에 위치한 상가인 것으로 확인되었고 영천시장 77호 및 78호에 위치한 구역은 과거 의류판매를 했었던 곳으로 현재는 점포주 사망 후 상속인들에게 소유권이 이전된 상태임을 확인하였습니다.
또한, 의견주신 실제 점포 운영 여부에 대해 현장에서 확인한 결과, 영업·판매행위가 이뤄지지 않고 있음을 확인하였으며 만약, 영업신고가 되어있을 경우, 강제 폐업 처리(처리 주체: 세무서)가 가능한지를 문의하기 위해 서대문세무서(☎2287-4283)에 전화 문의한 결과, 해당 지역 영업 여부는 상호명 등의 정보없이 지번 정보로만은 영업 여부에 대한 사항을 확인해줄 수 없다는 답변을 받았습니다.
또한, 해당 구역은 개인들이 소유하고 있는 사유재산으로, 구청에서 철거하거나 강제 정리할 권한은 현재는 없음을 알려드립니다.
이 외에 건물 외벽 부착물 제거 문의는 도시경관과(☎330-1387)로 문의주시면 감사하겠습니다.

아울러, 우리 부서에서는 영천시장 상인회와 협조하여 해당 구역을 지속적으로 확인하는 한편, 화재 등 사고 예방을 위한 활동에 철저를 기하겠습니다.

추가적인 문의사항이 있으실 경우 서울특별시 서대문구 기획재정국 지역경제과 안영윤(☎ 02-330-8401)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2
202257,종량제봉투 구매 시 신용카드 결제 가능하도록 해 주세요.,안OO,2025-09-09 17:07:45,"2024년 7월부터 편의점을 운영중에 있습니다. 이전에 고양시에서 편의점을 운영했었고 지인들이 편의점을 많이 운영중에 있습니다. 고양시, 인천 등 다수의 지방자치단체에서 종량제물품 주문서울환경용역 등 시 카드결제가 가능한데 저희 서대문구는 계좌이체만 가능하여 여러가지로 불편함을 느끼고 있습니다. 이 부분은 이미 다른 지자체에서 가능하기에 크게 어렵지 않을 듯 싶습니다. 개선 부탁드립니다. 감사합니다.",청소행정과,2025-09-11 16:25:06,이○○,"1. 평소 우리 구정발전에 적극 협조하여 주시는 귀하께 감사드립니다.
2. 귀하께서 새올상담민원(접수번호:20250909901168)으로 제기하신 민원에 대하여
다음과 같이 답변드립니다.
가. 민원내용 : 종량제봉투 판매대금 카드결제에 관한 문의
나. 답변내용 : 문의하신 판매소의 종량제봉투 판매대금 카드결제와 관련하여, 서대문구에서는 카드결제 도입시 수수료가 발생하여 이를 위한 예산이 별도 필요한 상황입니다.
향후 이에 따른 예산 편성 및 반영에 대하여 장기적으로 검토할 것임을 알려드립니다.
추가적인 문의사항이 있으실 경우 청소행정과 이경열 주무관(☎ 02-330-4952)에게 연락주시면 친절하게 안내드리도록 하겠습니다.
감사합니다.

붙임 : 민원내용 1부. 끝.",2
201875,비포장 도로 포장 요청,조OO,2025-09-05 14:50:24,서울특별시 서대문구 모래내로20길 2435 연희동의 소유주이며 현재 주택 리모델링 중입니다. 민원 사항 주소지 동쪽 신연중학교 건물 아래 경사면 안전 정비와 인접 비포장 도로의 포장 요청 상기 경사면은 지속적으로 토사와 부서진 바위 조각이 흘러 내리고 있어 도로 소실 또는 보행자 안전을 위협하므로 축대 정비 등 조치가 필요함 축대 정비와 함께 접한 비포장 도로의 정비와 포장이 필요함,서울특별시교육청,,,,2
201030,인도 적치물 처리 요청재요청,안OO,2025-08-28 14:27:09,동일고충민원여부 동일고충민원여부 선행민원번호 202508141618337875 선행민원상세조회,도시경관과,2025-08-29 17:05:00,노○○,"2025. 8. 28. 「응답소」를 통해 접수된 민원사항에 대하여 아래와 같이 답변하고자 합니다.

1. 민원내용
- 민 원 인 : 안oo(접수번호 : 20250828900783)
- 민원요지 : 인도불법점용물 처리 요청
2. 답변내용
- 우리 구정에 많은 관심을 가지고 문의 주신 귀하께 감사드립니다.
- 귀하께서는 2025.8.28.(목) 「응답소」를 통해 통일로 145 앞 인도 불법 점용물(입간판, 판매대, 바구니 등) 정비를 요청하셨습니다.
- 귀하의 요청에 따라 2025.8.28.(목) 현장단속반 직원이 해당 업소에 방문하여 정비하였으며, 해당 적치물을 설치한 업소주에게 행정계도하였습니다.
앞으로 구민의 안전하고 쾌적한 생활 환경 조성을 위해 더욱 노력하겠습니다.
- 귀하의 소중한 의견에 다시 한번 감사드리며, 기타 문의사항이 있으시면 도시경관과 (노혜영 02-330-1823)로 연락주시면 성심껏 답변하여 드리겠습니다. 끝.",3
200953,가로등 설치 문의드립니다. 통일로 48가길 조도 어두움,이OO,2025-08-27 19:40:21,동일고충민원여부 동일고충민원여부 선행민원번호 202507092210034091 선행민원상세조회,도로과,2025-09-02 18:10:02,박○○,"안녕하십니까? 귀하께서 응답소(서대문구 새올행정정보시스템)를 통해 신청하신 민원(접수번호: 20250827901032)에 대한 검토 결과를 다음과 같이 알려드립니다.

1. 민원개요
가. 민 원 인: 이 ○ ○
나. 민원요지: 보안등 추가 설치 및 수목제거 요청

2. 답변내용
가. 안녕하십니까? 우리 구정에 깊은 관심을 가져 주시고 우리구 발전을 위해 협조하여 주시는 귀하께 먼저 감사의 말씀을 드리며, 건의하신 민원사항에 대하여 아래와 같이 답변 드리겠습니다.
나. 귀하께서 요청하신 구간에 보안등 3개소를 추가 설치 완료(7월 23일)하였으며, 현장 여건상 설치 공간 협소 등으로 추가적인 신규설치는 불가함을 안내드립니다.
다. 현장 방문 후 민원 접수된 수목에 대하여 제거 및 가지치기를 실시할 예정임을 알려드립니다.
라. 기타 궁금하신 사항은 서대문구 도로과 박정미(☎ 02-330-1982), 푸른도시과 문준철(☎ 02-330-1776)로 문의하여 주시면 성심껏 안내해 드리겠습니다. 끝.",3
200968,가재울어린이공원 물놀이터 관리 민원,김OO,2025-08-27 23:11:09,"올해 가재울어린이공원 물놀이터를 5번 정도 이용하였습니다. 갈때마다 물이 좀 탁하고, 바닥재 같은것이 둥둥 떠다니는것을 보았지만 거의 항상 마지막타임에 가서, 많은 사람들이 이용하는거라 어쩔수 없다고 생각했습니다. 그런데 오늘827은 좀 심하네요. 물이 더러워 보이는건 물론이고, 바닥에 초록색 이끼같은게 가득하더라고요. 사람들이 잘 안다니는 위치도 아니고, 물놀이터 들어가는 입구입니다.사진 첨부 어른인 제가 지나가는데도 미끌거려서 조심해야했습니다. 눈에 잘보이는 곳도 저렇게 관리가 안되는데 다른곳은 어떨지 상상이 안갑니다. 관리가 어려우면 차라리 물놀이터를 폐쇄해주세요. 아이들 몸에 직접 닿고, 눈에도 들어가고 먹기도 하는데.. 다시는 이용하고싶지 않네요.",푸른도시과,2025-09-05 18:20:06,박○○,"안녕하십니까? 귀하께서 응답소를 통해 신청하신 민원(접수번호: 20250827901102)에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원내용은 가재울어린이공원 물놀이터 수질관리에 관한 것으로 판단 됩니다.


귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
먼저, 물놀이터 이용 중 불쾌감을 느끼셨다는 점에 대해 진심으로 사과드립니다.
물놀이터는 매일 용수를 교체하고, 오전·오후 1일 2회에 걸쳐 pH와 잔류염소 등을 측정하며 수질 관리를 진행하고 있습니다.
많은 이용객이 몰리는 마지막 시간대에는 수질과 위생 상태가 일시적으로 저하될 수 있는 점을 인지하고 있으며, 앞으로 더욱 세심한 관리 방안을 마련할 예정입니다.
현재 올해 물놀이터 운영은 종료된 상태이며, 내년도 운영 시에는 이번 민원 내용을 반영하여 더욱 철저한 위생 관리와 안전 점검 체계를 구축하고 쾌적한 환경 조성에 만전을 기할 것을 약속드립니다.
불편을 드려 죄송하오며, 앞으로도 안전하고 청결한 시설 운영을 위해 지속적으로 노력하겠습니다. 소중한 의견 보내주셔서 감사합니다.


귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서대문구 안전건설국 푸른도시과 박수연 (☎ 02-330-1714)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",3
200700,홍제폭포 옆 물레방아 언제 정리하시나요,심OO,2025-08-25 10:27:24,이렇게 된게 일주일은 넘은거 같은데. 언제 정리하시나 계속 보는데도 정리를 안하시데요. 언제 하세요?,푸른도시과,2025-08-26 17:40:02,최○○,"2025. 8. 25. 응답소(서대문구 새올행정정보시스템)로 접수된 민원(접수번호: 20250825900413)에 대하여 다음과 같이 답변 내용을 회신하고자 합니다.

1. 민원개요
○ 접수번호 : 20250825900413
○ 민 원 인 : 심○용
○ 민원내용 : 홍제천 물레방아 시설물 정리 요청

2. 회신내용
○ 평소 구정에 많은 관심을 가지고 적극 의견 주심에 감사드립니다.

○ 귀하께서 요청하신 홍제천 물레방아 내 시설물 정리 작업은 2025. 8. 25.(월) 현장 방문 후 조치 완료하였음을 알려드립니다.

○ 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서대문구 안전건설국 푸른도시과 최주은 (☎ 02-330-8769)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다. 끝.",3
200702,홍제폭포 앞 공영주차장 전기충전 관련,심OO,2025-08-25 10:32:50,"홍제폭포 앞 공영주차장에서 전기차를 충전하면 출차할때 주차비를 감면1시간 받을 수 있는데, 관리자가 있을때는 문제가 없는데, 관리자가 없을때는 호출 후 통화를 해서 감면을 받는데, 호출을 잘 안받아서 한참을 기다리는 경우가 있어요. 나야 좀 기다리면 되니까 상관없지만, 뒤에서 출차하려고 기다리는 차들이 줄을 서는데, 식은땀이 줄줄나더라구요. 이거 개선안되나요? 또 호출을 안받을까봐 충전하러 가기가 불편합니다.",서대문구 도시관리공단,2025-08-26 11:10:01,D○○,"안녕하십니까?
귀하께서 응답소(서대문구 새올행정정보시스템)를 통해 신청하신 민원(접수번호: 20250825900434)에 대한 검토 결과를 다음과 같이 알려드립니다.


말씀주신 전기차 충전 후 주차요금 감면 절차는 현재 호출 후 확인을 통해 진행되고 있으며, 이 과정에서 통화 연결이 지연되는 경우가 있어 불편을 드린 점 양해 부탁드립니다.

서대문구 주차통합관제센터에는 24시간 관리 인력이 상주하고 있어 호출 후 조금만 기다려주시면 감면 처리가 가능하오니 참고 부탁드립니다. 특히 통화 연결이 지연되는 경우에도 내부적으로 확인 후 순차적으로 대응해드리고 있습니다.


귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서대문구 도시관리공단 DB총괄자 (☎ 02-360-8522)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",3
200668,신촌동제1공영주차장 2층 차단기 설치,여OO,2025-08-24 20:10:17,"안녕하셔요. 현재 신촌동제1공영주차장 2층 거주자우선 주차장을 사용하고 있습니다. 이 곳에 신촌동제1공영주차장 1층처럼 차단기를 설치해 주십시요. 차단기가 없다보니, 이 곳을 공영주차장으로 알고 주차하는 일반차량이 많고, 실제 거주자우선 주차가 불가한 경우가 많습니다. 이로 인해 거주자우선주차구역을 사용하는 주민의 불편이 가중되고 있으며, 거기에 서대문구도시관리공단의 민원업무가 많습니다. 주민들의 이런 불편을 감안하여 빠르게 아래의 사항을 조치해 주시길 부탁드립니다. 1. 신촌동제1공영주차장 2층에 차단기 설치 2. 신촌동제1공영주차장 주차섹션 번호 표시",주차교통과,2025-08-29 16:40:04,전○○,"○ 평소 구정에 관심을 가지시고 적극 참여하여 주시는 귀하께 진심으로 감사드립니다. 귀하께서 응답소를 통하여 접수하신 민원(신촌동 제1공영주차장 차단기 신규설치)에 대하여 아래와 같이 답변드립니다.
1. 민 원 인 : 여**
2. 접수번호 : 20250824900281
3. 민원요지 : 차단기 신규설치(신촌동제1공영주차장)
4. 답변내용
○ 신촌동 제1공영주차장 2층 거주자우선주차장에 주차차단기를 설치해 달라는 요청을 하셨습니다.
○ 귀하게서 요청해 주신 민원내용을 토대로 현장 방문을 한 결과 현재 2층에 차단기를 설치할 경우 주차장의 구조상 면적이 협소하여 약 2~3면의 주차면이 축소되는 문제가 발생할 수 있습니다. 주차장의 운영 효율성 저하 등의 문제가 있어 설치가 어려운 점을 양해부탁드립니다.
○ 현재 신촌동 제1공영주차장에는 거주자우선주차구역임을 알리는 안내 표지판이 부착되어있고 주차구획선의 번호 표시도 식별 가능한 상태입니다. 다만, 일부 노후화된 부분도 있기 때문에 향후 주차선 도색 보수작업을 계획해여 개선할 예정임을 알려드립니다.
○ 앞으로도 공영주차장을 보다 안전하고 편리하게 이용하실 수 있도록 지속적으로 관리·개선해 나가도록 하겠습니다.
○ 귀하의 질문에 만족스러운 답변이 되었기를 바라오며 답변내용에 대한 추가 설명이 필요한 경우 주차교통과(담당 전종수 ☎02-330-4391)로 연락주시면 성심껏 안내하여 드리도록 하겠습니다. 감사합니다. 끝.",3
200521,홍제역세권활성화 주민대표회의 동의율이 몇퍼센트였는지 궁금합니다.,김OO,2025-08-23 08:41:25,홍제역세권활성화 최근 주민대표회의 구성이 되었는데 기사로는 50이상이라고만 나왔지 정확한 수치는 안나와있는데요. 정확히 몇로 토지등소유자의 동의가 있었는지 궁금합니다.,홍제지구활성화추진단,2025-08-29 17:45:07,이○○,"안녕하십니까?
귀하께서 응답소를 통해 신청하신 민원(접수번호: 20250823900064)에 대한 검토 결과를 다음과 같이 알려드립니다.

가. 민원요지
- 홍제지구중심 홍제역역세권 활성화 주민대표회의 구성 동의율 확인 요청

나. 답변내용
- 주민대표회의 구성 동의율은 52.55임을 알려드립니다.

귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서대문구 도시정비국 홍제지구활성화추진단 이준원(☎ 02-330-4349)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다. 끝.",3
200438,불법플랜카드 철거요청철거 또는 설치한 웰컴저축은행에 공문발송 후 자진철거 요청,김OO,2025-08-22 09:43:12,"공동주택관리법 및 관리규약 공동주택관리법 시행령 제19조 2항 3호 공동주택 내 광고물, 안내문, 현수막 등은 관리주체 입주자대표회의 나 실입주민 과반 동의 없이는 부착할 수 없음. 신탁사나 우선수익권자 명의라 해도, 공용부분외벽 등 현수막은 실입주민 동의 없이 부착 불가 서울시 공동주택관리규약 준칙 등 관리주체 동의 없는 플랜카드는 원칙적으로 불법 입주자 등 또는 타인이 관리주체 입주자대표회의, 관리사무소 등 의 동의 없이 플랜카드현수막를 내걸 경우, 관리규약 위반이고, 옥외광고물법상 허가대상에 해당하며, 추가적으로 입주민 재산권이나 명예 또는 공간권을 침해할 소지가 있다. 서울동부지방법원, 2022.10.18 대구지방법원, 2021 대구지방법원 2021. 7. 26. 판결 공동주택 내에 입주민이나 타인이 관리주체 동의 없이 현수막을 게재하고, 관리주체가 임의로 이를 제거하면 재물손괴죄가 성립한다... 원칙적으로 관리주체 동의 없는 게시물은 불법 위법 게시물로서, 자진철거 요청 및 민사소송 등 적법 절차로만 철거 가능하다. 서울시 공동주택관리규약 준칙 2023 광고물, 안내표지 및 현수막 등은 공동주택 관리규약에 따라 입주자 등 과반수관리주체 동의를 거쳐 설치하여야 하며, 동의 절차 없는 설치는 무효로 본다. 결론 신탁사 혹은 우선수익권자 명의라도, 입주자 동의 없는 외벽 플랜카드 현수막 무단 부착은 불법이므로, 입주민의 피해 호소와 동의서가 첨부된 공식 민원 또는 행정기관 요청을 근거로 자진 철거를 촉구합니다. 민원서 민원인 전 명 희 홍제에스페엘 아파트 입주민 대표 주소 서울특별시 서대문구 홍제동 46647 믿음주택 104호 연락처 010 민원제목 홍제에스페엘 아파트 외벽 플랜카드 무단 설치 및 행정대집행을 통한 철거 요청1. 민원 내용 본인은 홍제에스페엘 아파트 입주민 대표로서, 현 아파트 외벽에 설치된 대형 플랜카드가 입주민 과반 동의 없이 우선수익권자 및 신탁사 동의만으로 설치된 불법 광고물임을 강력히 알립니다.2. 법적 근거 옥외광고물 등 관리법 제17조 행정대집행 공동주택관리법 시행령 제19조 2항 3호 서울시 공동주택관리규약 준칙 입주자 동의 필수 규정 3. 피해 상황 실입주민 다수가 주거환경 훼손, 명예권 훼손, 임대매매 활동 제한 등 피해 심각 입주민 동의 없이 임의 설치되어 정당성 결여4. 요청 사항 즉각적 행정대집행 및 현 플랜카드 철거 조치 재발 방지를 위한 관리감독 강화5. 첨부자료 플랜카드 설치 현장 사진 입주민 과반 서명 동의서 내용증명 사본 관련 법령 및 판례 요약문 서울동부지방법원 2022년 판결입주민 과반 또는 관리주체 동의 없는 현수막 부착은 무단 광고물이며 불법으로 인정됨.피해 입주민 권리 보호를 위해 자진 철거 요청 및 행정처분이 정당하다고 판시. 대구지방법원 2021년 판결관리주체 동의 없거나 입주민 다수 동의를 거치지 않은 현수막 무단 설치는 불법.임의 철거 시 재물손괴죄 가능성을 들어 법적 절차에 따른 철거 요구 필요. 법률신문아파트관리신문 사례입주민 피해 발생 시 불법 광고물에 대해 지자체 행정대집행 및 민사소송 권고",도시경관과,2025-08-27 18:00:15,노○○,"2025. 8. 22. 「응답소」를 통해 접수된 민원사항에 대하여 아래와 같이 답변하고자 합니다.

1. 민원내용
- 민 원 인 : 김**(접수번호 : 20250822900212 )
- 민원요지 : 건물 현수막 철거 요청
2. 답변내용
- 우리 구정에 많은 관심을 가지고 문의 주신 귀하께 감사드립니다.
- 귀하께서는 2025.8.19.(화) 「응답소」를 통해 홍제동 에스피엘 아파트 외벽에 설치한 광고물에 대해 신고하셨습니다.
- 귀하께서 신고하신 현수막에 대해 현장방문하여 확인하고, 해당 현수막 설치자에게 시정명령 공문 발송하였습니다. 차후 정비 기간내 미정비시 과태료 부과 예정임을 알려드립니다.
앞으로 구민의 안전하고 쾌적한 생활 환경 조성을 위해 더욱 노력하겠습니다.
- 귀하의 소중한 의견에 다시 한번 감사드리며, 기타 문의사항이 있으시면 도시경관과 (노혜영 02-330-1823)로 연락주시면 성심껏 답변하여 드리겠습니다. 끝.",3
200480,서대문도서관주차이용불편,김OO,2025-08-22 16:33:59,구정의 바쁜 업무에 수고많습니다. 은퇴후 평소 독서에 많은 시간을 보내며 서대문도서관을 자주 이용하고 있습니다. 관내 학생을 비롯한 구민들이 도서관 이용을 많이 하고있습니다. 평소 손주들을 데리고 도서관에서 독서하기위해 방운을 합니다만 한번도 주차가 여의치 못했고 어쩔수 없이 진입로변에 주차를 할수 밖에 없습니다.도서관내 주차자리는 아침부터 직원들의 차량으로 만차상태입니다. 도서관 이용객 수에 비해 터무니없이 적은 주차는 필히 진입로를 이용할수 밖에 없는데 이를 잘 알고있는 주차단속은 좋은 먹이감을노리듯 하루에도 몇번씩 단속을 쉽게 편하게 실적쌓듯 하는 행태를 보면 참 쉬운 일처리구나 싶은 생각이 들지 않을수 없습니다. 도서관이 있으면 이용객이 있는것은 인지상정이고 따라서 주차장확보는 필수 아닌가 합니다. 주차장조차 마련하지 못한 부족한 행정탓 도외시한채 같은 구청 직원은 주차단속을 쳇바퀴돌듯 하는것은 짜고치는 고스톱인가요 아니면 구민들 과태료 낚는 그물치기인가요 모든 일에는 원인과 결과가 있는 법. 구청의 미흡한 행정도 생각해 보시기 바랍니다 그리고 도서관을 폐쇄할 것이 아니라면 주차문제도 개선이 필요합니다 이런저런 이유가 있을 것입니다만 핑겨 이전에 개선에 대한 생각이 먼저일 것입니다.,서울특별시교육청,,,,3
200218,퇴근하고 집에오니 모기가 너무 많아요,박OO,2025-08-20 00:15:48,8월 19일 18시반쯤 집에와서 보니 화장실만 스무마리 넘었고 자정까지 도합 50마리는 잡은것 같아요 올여름은 모기가 없나보다 했는데 웬걸 난리도 아닙니다. 주변 방역한번 요청드려도 될낀요?,지역건강과,2025-08-20 17:25:08,이○○,"안녕하십니까?
귀하께서 응답소(서대문구 새올행정정보시스템)를 통해 신청하신 민원(접수번호: 20250820900013)에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원내용은 서울특별시 서대문구 모래내로24나길 6-11 일대의 모기 방역 방충 에 관한 것으로 판단 됩니다.

우리 구 보건소 방역소독반이 해당 민원사항을 접수 후, 2025. 8. 20.(수) 17시경 현장 방문하여 주변 일대를 동력분무기로 살충소독하였음을 알려드립니다. 서대문구는 위생해충으로 인한 불편함이 최소화될 수 있도록 방역소독에 최선을 다하겠습니다.

귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서대문구 보건소 지역건강과 이소영(☎ 02-330-1886)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.
첨부파일 : https:eungdapso.seoul.go.krdownloaddownload.jsp?seq=FC51699E436659FAA8DAB99B20D7B62C
https:eungdapso.seoul.go.krdownloaddownload.jsp?seq=AD869595FA784D47AF60A6A91943A212
https:eungdapso.seoul.go.krdownloaddownload.jsp?seq=A272ECA552DD8C4684286F7FECD77F1E
https:eungdapso.seoul.go.krdownloaddownload.jsp?seq=555F497E5E1837CA59C1EAB7DF641479",3
200112,축구장 동물출입 가능여부,유OO,2025-08-19 08:11:47,"홍은동북한산돌산축구장 인조잔디에 동물출입여부를 알고 싶습니다, 또한동물출입가능여부를 출입구에 표시해주시기 바랍니다. 오늘 아침에 엄청 싸웠어요.",서대문구 도시관리공단,2025-08-22 13:10:00,D○○,"안녕하십니까?
귀하께서 응답소(서대문구 새올행정정보시스템)를 통해 신청하신 민원(접수번호: 20250819900121)에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원내용은 돌산구장에 반려동물 출입 가능 여부 문의 및 반려동물 출입에 대한 내용을 이용객이 알 수 있도록 게시에 관한 것으로 판단 됩니다.

우선 돌산구장은 서대문구체육회에서 운영을 관리하고 있음을 알려드립니다. 귀하의 질의사항에 대해 서대문구체육회와 협의한 내용은 다음과 같습니다.

가. 해당 시설은 남녀노소 서대문구민의 건강증진을 위한 체육시설로 반려동물 출입이 적절치 않다.
나. 반려동물 출입을 제한하는 게시물을(플래카드) 서대문구체육회에서 설치한다.

이에 따라 게시물을 빠른 시간 내에 게시하도록 하겠으며, 차후에도 돌산구장을 이용하는 많은 구민들이 불편을 느끼지 않도록 운영에 만전을 기하도록 하겠습니다.

귀하의 질문에 만족스러운 답변이 되었기를 바라며,？앞으로도 고객에게 최고의 서비스를 제공하기 위하여 최선의 노력을 다하겠습니다. 답변 내용에 대한 추가 설명이 필요할 경우 서대문구도시관리공단 담당자(☎02-360-8672)에게 연락주시면 친절하게 안내해드리겠습니다. 감사합니다.",3
